VendorName,Brand,Category,PurchasePrice,ActualPrice,QuantitySold,QuantityOnHand,TotalSales,TotalPurchaseCost,GrossProfit,PurchaseDate,Month,MonthName,Quarter,Year,ProfitMargin,MarkupRatio
Junction LLC,Brand J,Health & Beauty,169.21,393.22,189,389,74318.58,31980.69,42337.89,2023-05-19,5,May,2,2023,56.97,2.324
FairWay Corp.,Brand F,Office Supplies,346.77,725.14,107,107,77589.98,37104.39,40485.59,2023-04-14,4,Apr,2,2023,52.18,2.091
Cardinal Goods,Brand C,Office Supplies,481.19,1010.07,191,216,192923.37,91907.29,101016.08,2023-02-26,2,Feb,1,2023,52.36,2.099
Blue Ridge Co.,Brand B,Furniture,367.82,534.58,18,398,9622.44,6620.76,3001.68,2023-09-12,9,Sep,3,2023,31.19,1.453
Heritage Inc.,Brand H,Clothing,250.04,504.97,145,259,73220.65,36255.8,36964.85,2023-11-02,11,Nov,4,2023,50.48,2.02
Eagle Exports,Brand E,Office Supplies,319.05,439.49,167,311,73394.83,53281.35,20113.48,2023-05-31,5,May,2,2023,27.4,1.377
Apex Supplies,Brand A,Food & Beverage,372.44,484.77,71,319,34418.67,26443.24,7975.43,2023-10-22,10,Oct,4,2023,23.17,1.302
Cardinal Goods,Brand C,Office Supplies,310.02,774.82,106,195,82130.92,32862.12,49268.8,2023-06-30,6,Jun,2,2023,59.99,2.499
Junction LLC,Brand J,Sporting Goods,18.17,35.82,54,477,1934.28,981.18,953.1,2023-07-16,7,Jul,3,2023,49.27,1.971
Heritage Inc.,Brand H,Sporting Goods,105.44,179.6,94,417,16882.4,9911.36,6971.04,2023-05-24,5,May,2,2023,41.29,1.703
Delta Traders,Brand D,Office Supplies,407.13,612.09,76,474,46518.84,30941.88,15576.96,2023-08-24,8,Aug,3,2023,33.49,1.503
Global Mart,Brand G,Food & Beverage,143.6,279.37,35,94,9777.95,5026.0,4751.95,2023-03-26,3,Mar,1,2023,48.6,1.945
Junction LLC,Brand J,Sporting Goods,368.47,430.9,11,55,4739.9,4053.17,686.73,2023-05-04,5,May,2,2023,14.49,1.169
Blue Ridge Co.,Brand B,Health & Beauty,192.34,237.07,61,31,14461.27,11732.74,2728.53,2023-09-27,9,Sep,3,2023,18.87,1.233
Global Mart,Brand G,Office Supplies,265.72,304.51,44,491,13398.44,11691.68,1706.76,2023-06-28,6,Jun,2,2023,12.74,1.146
Eagle Exports,Brand E,Health & Beauty,43.31,77.91,121,230,9427.11,5240.51,4186.6,2023-05-02,5,May,2,2023,44.41,1.799
Eagle Exports,Brand E,Office Supplies,98.8,191.76,68,371,13039.68,6718.4,6321.28,2023-08-20,8,Aug,3,2023,48.48,1.941
FairWay Corp.,Brand F,Electronics,479.03,568.83,25,8,14220.75,11975.75,2245.0,2023-05-07,5,May,2,2023,15.79,1.187
Icon Wholesale,Brand I,Electronics,446.17,941.29,176,190,165667.04,78525.92,87141.12,2023-06-30,6,Jun,2,2023,52.6,2.11
FairWay Corp.,Brand F,Electronics,329.61,468.89,160,360,75022.4,52737.6,22284.8,2023-01-15,1,Jan,1,2023,29.7,1.423
Heritage Inc.,Brand H,Sporting Goods,235.23,484.4,84,199,40689.6,19759.32,20930.28,2023-04-08,4,Apr,2,2023,51.44,2.059
Global Mart,Brand G,Health & Beauty,341.12,844.15,114,333,96233.1,38887.68,57345.42,2023-01-20,1,Jan,1,2023,59.59,2.475
Icon Wholesale,Brand I,Health & Beauty,313.12,647.39,132,160,85455.48,41331.84,44123.64,2023-08-24,8,Aug,3,2023,51.63,2.068
Delta Traders,Brand D,Health & Beauty,288.59,674.28,166,86,111930.48,47905.94,64024.54,2023-05-19,5,May,2,2023,57.2,2.336
Blue Ridge Co.,Brand B,Food & Beverage,39.0,94.67,191,20,18081.97,7449.0,10632.97,2023-01-03,1,Jan,1,2023,58.8,2.427
Global Mart,Brand G,Health & Beauty,320.07,570.19,175,310,99783.25,56012.25,43771.0,2023-03-09,3,Mar,1,2023,43.87,1.781
FairWay Corp.,Brand F,Food & Beverage,386.77,805.74,1,75,805.74,386.77,418.97,2023-08-30,8,Aug,3,2023,52.0,2.083
Apex Supplies,Brand A,Electronics,497.1,1139.73,131,440,149304.63,65120.1,84184.53,2023-11-05,11,Nov,4,2023,56.38,2.293
Icon Wholesale,Brand I,Electronics,15.43,24.68,86,385,2122.48,1326.98,795.5,2023-02-07,2,Feb,1,2023,37.48,1.599
Icon Wholesale,Brand I,Sporting Goods,367.78,539.15,62,140,33427.3,22802.36,10624.94,2023-07-26,7,Jul,3,2023,31.79,1.466
Blue Ridge Co.,Brand B,Office Supplies,290.18,703.76,64,125,45040.64,18571.52,26469.12,2023-11-07,11,Nov,4,2023,58.77,2.425
Cardinal Goods,Brand C,Electronics,222.69,471.4,145,250,68353.0,32290.05,36062.95,2023-06-07,6,Jun,2,2023,52.76,2.117
Eagle Exports,Brand E,Office Supplies,72.51,102.06,126,387,12859.56,9136.26,3723.3,2023-08-21,8,Aug,3,2023,28.95,1.408
Eagle Exports,Brand E,Office Supplies,210.45,363.81,105,83,38200.05,22097.25,16102.8,2023-03-22,3,Mar,1,2023,42.15,1.729
Apex Supplies,Brand A,Sporting Goods,183.64,406.77,62,433,25219.74,11385.68,13834.06,2023-08-09,8,Aug,3,2023,54.85,2.215
Heritage Inc.,Brand H,Clothing,158.39,295.54,35,370,10343.9,5543.65,4800.25,2023-06-06,6,Jun,2,2023,46.41,1.866
Heritage Inc.,Brand H,Clothing,368.13,739.92,13,47,9618.96,4785.69,4833.27,2023-02-11,2,Feb,1,2023,50.25,2.01
Delta Traders,Brand D,Furniture,353.36,761.59,163,378,124139.17,57597.68,66541.49,2023-04-06,4,Apr,2,2023,53.6,2.155
Global Mart,Brand G,Sporting Goods,298.62,588.52,43,77,25306.36,12840.66,12465.7,2023-11-04,11,Nov,4,2023,49.26,1.971
Junction LLC,Brand J,Furniture,469.95,872.28,130,29,113396.4,61093.5,52302.9,2023-03-06,3,Mar,1,2023,46.12,1.856
Cardinal Goods,Brand C,Furniture,181.43,389.98,184,284,71756.32,33383.12,38373.2,2023-04-24,4,Apr,2,2023,53.48,2.149
FairWay Corp.,Brand F,Clothing,129.46,274.27,111,135,30443.97,14370.06,16073.91,2023-07-06,7,Jul,3,2023,52.8,2.119
Junction LLC,Brand J,Sporting Goods,331.39,656.76,128,139,84065.28,42417.92,41647.36,2023-10-14,10,Oct,4,2023,49.54,1.982
Junction LLC,Brand J,Clothing,107.42,172.27,51,40,8785.77,5478.42,3307.35,2023-10-16,10,Oct,4,2023,37.64,1.604
Icon Wholesale,Brand I,Furniture,164.36,274.17,182,485,49898.94,29913.52,19985.42,2023-06-18,6,Jun,2,2023,40.05,1.668
Apex Supplies,Brand A,Sporting Goods,120.06,295.18,144,281,42505.92,17288.64,25217.28,2023-09-20,9,Sep,3,2023,59.33,2.459
Eagle Exports,Brand E,Furniture,43.89,55.18,146,49,8056.28,6407.94,1648.34,2023-10-27,10,Oct,4,2023,20.46,1.257
Delta Traders,Brand D,Health & Beauty,415.47,613.2,135,257,82782.0,56088.45,26693.55,2023-08-04,8,Aug,3,2023,32.25,1.476
Heritage Inc.,Brand H,Office Supplies,134.72,241.06,45,310,10847.7,6062.4,4785.3,2023-01-30,1,Jan,1,2023,44.11,1.789
Apex Supplies,Brand A,Sporting Goods,241.78,549.18,164,359,90065.52,39651.92,50413.6,2023-06-08,6,Jun,2,2023,55.97,2.271
Icon Wholesale,Brand I,Sporting Goods,31.22,41.5,169,439,7013.5,5276.18,1737.32,2023-07-29,7,Jul,3,2023,24.77,1.329
FairWay Corp.,Brand F,Office Supplies,352.68,524.69,42,269,22036.98,14812.56,7224.42,2023-11-14,11,Nov,4,2023,32.78,1.488
Delta Traders,Brand D,Furniture,171.97,205.01,135,133,27676.35,23215.95,4460.4,2023-08-02,8,Aug,3,2023,16.12,1.192
Icon Wholesale,Brand I,Health & Beauty,374.92,782.98,15,233,11744.7,5623.8,6120.9,2023-03-22,3,Mar,1,2023,52.12,2.088
Eagle Exports,Brand E,Food & Beverage,212.08,304.02,60,127,18241.2,12724.8,5516.4,2023-11-22,11,Nov,4,2023,30.24,1.434
Eagle Exports,Brand E,Office Supplies,105.92,174.15,40,103,6966.0,4236.8,2729.2,2023-09-30,9,Sep,3,2023,39.18,1.644
Eagle Exports,Brand E,Clothing,261.46,450.02,165,253,74253.3,43140.9,31112.4,2023-03-26,3,Mar,1,2023,41.9,1.721
Apex Supplies,Brand A,Furniture,73.95,173.62,194,94,33682.28,14346.3,19335.98,2023-11-16,11,Nov,4,2023,57.41,2.348
Apex Supplies,Brand A,Office Supplies,225.86,378.51,112,336,42393.12,25296.32,17096.8,2023-07-11,7,Jul,3,2023,40.33,1.676
Heritage Inc.,Brand H,Office Supplies,165.48,215.67,183,216,39467.61,30282.84,9184.77,2023-03-27,3,Mar,1,2023,23.27,1.303
Heritage Inc.,Brand H,Sporting Goods,456.86,837.9,77,60,64518.3,35178.22,29340.08,2023-04-12,4,Apr,2,2023,45.48,1.834
FairWay Corp.,Brand F,Clothing,39.86,97.58,105,479,10245.9,4185.3,6060.6,2023-01-15,1,Jan,1,2023,59.15,2.448
Delta Traders,Brand D,Clothing,350.07,682.9,107,267,73070.3,37457.49,35612.81,2023-07-13,7,Jul,3,2023,48.74,1.951
Blue Ridge Co.,Brand B,Clothing,99.55,246.56,122,240,30080.32,12145.1,17935.22,2023-02-13,2,Feb,1,2023,59.62,2.477
Blue Ridge Co.,Brand B,Office Supplies,166.33,378.82,80,12,30305.6,13306.4,16999.2,2023-04-12,4,Apr,2,2023,56.09,2.278
Icon Wholesale,Brand I,Food & Beverage,213.6,245.72,125,146,30715.0,26700.0,4015.0,2023-04-18,4,Apr,2,2023,13.07,1.15
Eagle Exports,Brand E,Electronics,454.93,919.76,184,427,169235.84,83707.12,85528.72,2023-09-05,9,Sep,3,2023,50.54,2.022
Delta Traders,Brand D,Furniture,128.86,193.48,172,239,33278.56,22163.92,11114.64,2023-12-18,12,Dec,4,2023,33.4,1.501
Junction LLC,Brand J,Electronics,54.74,103.1,185,88,19073.5,10126.9,8946.6,2023-12-10,12,Dec,4,2023,46.91,1.883
Apex Supplies,Brand A,Office Supplies,166.16,247.76,134,94,33199.84,22265.44,10934.4,2023-11-28,11,Nov,4,2023,32.94,1.491
Global Mart,Brand G,Electronics,61.29,97.35,32,314,3115.2,1961.28,1153.92,2023-12-26,12,Dec,4,2023,37.04,1.588
Cardinal Goods,Brand C,Office Supplies,73.01,174.67,108,292,18864.36,7885.08,10979.28,2023-08-26,8,Aug,3,2023,58.2,2.392
FairWay Corp.,Brand F,Electronics,291.19,404.55,114,24,46118.7,33195.66,12923.04,2023-07-27,7,Jul,3,2023,28.02,1.389
Eagle Exports,Brand E,Clothing,39.84,92.58,146,271,13516.68,5816.64,7700.04,2023-02-18,2,Feb,1,2023,56.97,2.324
Eagle Exports,Brand E,Health & Beauty,25.16,28.75,68,165,1955.0,1710.88,244.12,2023-12-20,12,Dec,4,2023,12.49,1.143
Eagle Exports,Brand E,Clothing,360.06,441.88,127,426,56118.76,45727.62,10391.14,2023-03-02,3,Mar,1,2023,18.52,1.227
Apex Supplies,Brand A,Clothing,187.21,429.94,135,496,58041.9,25273.35,32768.55,2023-02-26,2,Feb,1,2023,56.46,2.297
Apex Supplies,Brand A,Sporting Goods,71.43,141.63,114,249,16145.82,8143.02,8002.8,2023-07-15,7,Jul,3,2023,49.57,1.983
Cardinal Goods,Brand C,Sporting Goods,134.27,288.16,8,86,2305.28,1074.16,1231.12,2023-07-18,7,Jul,3,2023,53.4,2.146
Junction LLC,Brand J,Electronics,324.62,452.26,64,141,28944.64,20775.68,8168.96,2023-05-07,5,May,2,2023,28.22,1.393
Delta Traders,Brand D,Office Supplies,145.01,268.55,135,133,36254.25,19576.35,16677.9,2023-01-07,1,Jan,1,2023,46.0,1.852
Eagle Exports,Brand E,Clothing,252.32,537.97,41,472,22056.77,10345.12,11711.65,2023-11-28,11,Nov,4,2023,53.1,2.132
Blue Ridge Co.,Brand B,Electronics,69.63,137.74,40,278,5509.6,2785.2,2724.4,2023-12-02,12,Dec,4,2023,49.45,1.978
Heritage Inc.,Brand H,Sporting Goods,298.17,524.89,3,125,1574.67,894.51,680.16,2023-03-12,3,Mar,1,2023,43.19,1.76
Blue Ridge Co.,Brand B,Health & Beauty,164.88,402.92,145,315,58423.4,23907.6,34515.8,2023-02-15,2,Feb,1,2023,59.08,2.444
Icon Wholesale,Brand I,Furniture,317.21,649.21,194,490,125946.74,61538.74,64408.0,2023-07-26,7,Jul,3,2023,51.14,2.047
Blue Ridge Co.,Brand B,Electronics,406.11,962.83,110,395,105911.3,44672.1,61239.2,2023-07-23,7,Jul,3,2023,57.82,2.371
Icon Wholesale,Brand I,Health & Beauty,309.71,657.11,114,140,74910.54,35306.94,39603.6,2023-09-18,9,Sep,3,2023,52.87,2.122
Global Mart,Brand G,Furniture,154.92,329.93,112,355,36952.16,17351.04,19601.12,2023-08-07,8,Aug,3,2023,53.04,2.13
Heritage Inc.,Brand H,Food & Beverage,135.31,164.0,180,102,29520.0,24355.8,5164.2,2023-07-14,7,Jul,3,2023,17.49,1.212
Blue Ridge Co.,Brand B,Electronics,170.44,273.26,150,225,40989.0,25566.0,15423.0,2023-05-25,5,May,2,2023,37.63,1.603
Global Mart,Brand G,Electronics,90.66,208.67,4,389,834.68,362.64,472.04,2023-06-04,6,Jun,2,2023,56.55,2.302
FairWay Corp.,Brand F,Food & Beverage,98.77,140.81,134,62,18868.54,13235.18,5633.36,2023-06-08,6,Jun,2,2023,29.86,1.426
Delta Traders,Brand D,Food & Beverage,397.44,501.45,166,293,83240.7,65975.04,17265.66,2023-10-24,10,Oct,4,2023,20.74,1.262
Global Mart,Brand G,Electronics,198.52,309.01,26,383,8034.26,5161.52,2872.74,2023-03-10,3,Mar,1,2023,35.76,1.557
Delta Traders,Brand D,Food & Beverage,223.64,315.02,139,305,43787.78,31085.96,12701.82,2023-05-12,5,May,2,2023,29.01,1.409
Blue Ridge Co.,Brand B,Clothing,301.08,721.21,17,253,12260.57,5118.36,7142.21,2023-10-21,10,Oct,4,2023,58.25,2.395
Junction LLC,Brand J,Furniture,298.93,692.07,92,179,63670.44,27501.56,36168.88,2023-12-15,12,Dec,4,2023,56.81,2.315
Global Mart,Brand G,Furniture,43.01,77.4,31,39,2399.4,1333.31,1066.09,2023-02-06,2,Feb,1,2023,44.43,1.8
Heritage Inc.,Brand H,Furniture,417.45,495.05,163,263,80693.15,68044.35,12648.8,2023-03-22,3,Mar,1,2023,15.68,1.186
Blue Ridge Co.,Brand B,Clothing,96.89,203.51,144,188,29305.44,13952.16,15353.28,2023-12-20,12,Dec,4,2023,52.39,2.1
Eagle Exports,Brand E,Office Supplies,364.31,718.7,107,7,76900.9,38981.17,37919.73,2023-12-23,12,Dec,4,2023,49.31,1.973
Apex Supplies,Brand A,Food & Beverage,388.61,955.51,146,103,139504.46,56737.06,82767.4,2023-02-23,2,Feb,1,2023,59.33,2.459
Global Mart,Brand G,Health & Beauty,360.3,678.28,111,224,75289.08,39993.3,35295.78,2023-08-31,8,Aug,3,2023,46.88,1.883
Heritage Inc.,Brand H,Food & Beverage,293.7,461.39,101,33,46600.39,29663.7,16936.69,2023-11-14,11,Nov,4,2023,36.34,1.571
FairWay Corp.,Brand F,Electronics,17.16,31.34,112,235,3510.08,1921.92,1588.16,2023-03-31,3,Mar,1,2023,45.25,1.826
Eagle Exports,Brand E,Sporting Goods,186.58,461.03,62,462,28583.86,11567.96,17015.9,2023-03-03,3,Mar,1,2023,59.53,2.471
FairWay Corp.,Brand F,Furniture,306.37,635.69,112,227,71197.28,34313.44,36883.84,2023-12-25,12,Dec,4,2023,51.81,2.075
Blue Ridge Co.,Brand B,Food & Beverage,199.85,407.85,155,187,63216.75,30976.75,32240.0,2023-06-17,6,Jun,2,2023,51.0,2.041
Apex Supplies,Brand A,Health & Beauty,433.11,622.36,163,312,101444.68,70596.93,30847.75,2023-10-31,10,Oct,4,2023,30.41,1.437
Global Mart,Brand G,Electronics,161.31,345.37,116,482,40062.92,18711.96,21350.96,2023-12-06,12,Dec,4,2023,53.29,2.141
Global Mart,Brand G,Clothing,153.83,330.79,173,429,57226.67,26612.59,30614.08,2023-07-18,7,Jul,3,2023,53.5,2.15
Junction LLC,Brand J,Office Supplies,140.34,216.71,35,21,7584.85,4911.9,2672.95,2023-05-25,5,May,2,2023,35.24,1.544
Junction LLC,Brand J,Clothing,173.06,307.56,28,342,8611.68,4845.68,3766.0,2023-09-21,9,Sep,3,2023,43.73,1.777
Blue Ridge Co.,Brand B,Health & Beauty,283.13,428.22,103,39,44106.66,29162.39,14944.27,2023-10-12,10,Oct,4,2023,33.88,1.512
Blue Ridge Co.,Brand B,Electronics,356.44,521.18,125,172,65147.5,44555.0,20592.5,2023-12-21,12,Dec,4,2023,31.61,1.462
Apex Supplies,Brand A,Furniture,334.66,380.26,102,438,38786.52,34135.32,4651.2,2023-10-28,10,Oct,4,2023,11.99,1.136
Junction LLC,Brand J,Food & Beverage,405.78,608.38,137,178,83348.06,55591.86,27756.2,2023-10-04,10,Oct,4,2023,33.3,1.499
Heritage Inc.,Brand H,Electronics,444.1,832.94,143,85,119110.42,63506.3,55604.12,2023-12-13,12,Dec,4,2023,46.68,1.876
Heritage Inc.,Brand H,Office Supplies,409.88,451.79,21,132,9487.59,8607.48,880.11,2023-06-24,6,Jun,2,2023,9.28,1.102
Apex Supplies,Brand A,Clothing,19.28,28.85,52,350,1500.2,1002.56,497.64,2023-02-27,2,Feb,1,2023,33.17,1.496
Heritage Inc.,Brand H,Office Supplies,370.6,864.97,163,12,140990.11,60407.8,80582.31,2023-06-21,6,Jun,2,2023,57.15,2.334
Icon Wholesale,Brand I,Office Supplies,112.12,216.52,97,27,21002.44,10875.64,10126.8,2023-12-05,12,Dec,4,2023,48.22,1.931
Delta Traders,Brand D,Health & Beauty,75.13,146.58,51,83,7475.58,3831.63,3643.95,2023-04-24,4,Apr,2,2023,48.74,1.951
Apex Supplies,Brand A,Health & Beauty,322.86,537.47,83,480,44610.01,26797.38,17812.63,2023-01-14,1,Jan,1,2023,39.93,1.665
Apex Supplies,Brand A,Food & Beverage,166.67,341.18,55,463,18764.9,9166.85,9598.05,2023-11-13,11,Nov,4,2023,51.15,2.047
Cardinal Goods,Brand C,Health & Beauty,37.99,51.89,77,317,3995.53,2925.23,1070.3,2023-06-20,6,Jun,2,2023,26.79,1.366
Eagle Exports,Brand E,Health & Beauty,77.44,173.95,127,348,22091.65,9834.88,12256.77,2023-01-11,1,Jan,1,2023,55.48,2.246
Eagle Exports,Brand E,Electronics,10.46,13.21,172,342,2272.12,1799.12,473.0,2023-03-12,3,Mar,1,2023,20.82,1.263
Icon Wholesale,Brand I,Furniture,452.58,913.49,193,279,176303.57,87347.94,88955.63,2023-01-03,1,Jan,1,2023,50.46,2.018
Junction LLC,Brand J,Food & Beverage,22.06,34.8,93,353,3236.4,2051.58,1184.82,2023-08-17,8,Aug,3,2023,36.61,1.578
Blue Ridge Co.,Brand B,Electronics,112.63,241.76,88,262,21274.88,9911.44,11363.44,2023-10-26,10,Oct,4,2023,53.41,2.146
Blue Ridge Co.,Brand B,Furniture,213.97,400.05,80,165,32004.0,17117.6,14886.4,2023-11-06,11,Nov,4,2023,46.51,1.87
FairWay Corp.,Brand F,Office Supplies,184.72,320.17,153,292,48986.01,28262.16,20723.85,2023-02-06,2,Feb,1,2023,42.31,1.733
Icon Wholesale,Brand I,Electronics,456.75,610.76,92,67,56189.92,42021.0,14168.92,2023-12-20,12,Dec,4,2023,25.22,1.337
Apex Supplies,Brand A,Sporting Goods,29.74,59.23,47,225,2783.81,1397.78,1386.03,2023-09-08,9,Sep,3,2023,49.79,1.992
Icon Wholesale,Brand I,Electronics,260.99,643.26,184,169,118359.84,48022.16,70337.68,2023-01-07,1,Jan,1,2023,59.43,2.465
Icon Wholesale,Brand I,Health & Beauty,343.43,774.72,38,85,29439.36,13050.34,16389.02,2023-01-30,1,Jan,1,2023,55.67,2.256
Icon Wholesale,Brand I,Furniture,466.53,552.38,139,132,76780.82,64847.67,11933.15,2023-11-21,11,Nov,4,2023,15.54,1.184
Eagle Exports,Brand E,Food & Beverage,313.98,510.76,195,447,99598.2,61226.1,38372.1,2023-06-28,6,Jun,2,2023,38.53,1.627
Icon Wholesale,Brand I,Food & Beverage,403.84,967.53,15,177,14512.95,6057.6,8455.35,2023-05-26,5,May,2,2023,58.26,2.396
Delta Traders,Brand D,Furniture,51.03,92.07,1,489,92.07,51.03,41.04,2023-06-12,6,Jun,2,2023,44.57,1.804
Blue Ridge Co.,Brand B,Health & Beauty,199.11,403.59,135,342,54484.65,26879.85,27604.8,2023-03-27,3,Mar,1,2023,50.67,2.027
FairWay Corp.,Brand F,Clothing,193.23,459.43,1,251,459.43,193.23,266.2,2023-04-07,4,Apr,2,2023,57.94,2.378
Delta Traders,Brand D,Electronics,444.28,1032.2,49,14,50577.8,21769.72,28808.08,2023-12-28,12,Dec,4,2023,56.96,2.323
FairWay Corp.,Brand F,Health & Beauty,84.17,151.72,96,222,14565.12,8080.32,6484.8,2023-05-25,5,May,2,2023,44.52,1.803
Cardinal Goods,Brand C,Sporting Goods,84.42,144.59,157,378,22700.63,13253.94,9446.69,2023-06-04,6,Jun,2,2023,41.61,1.713
FairWay Corp.,Brand F,Office Supplies,170.99,269.41,26,200,7004.66,4445.74,2558.92,2023-09-21,9,Sep,3,2023,36.53,1.576
Blue Ridge Co.,Brand B,Furniture,36.69,77.29,87,106,6724.23,3192.03,3532.2,2023-03-05,3,Mar,1,2023,52.53,2.107
Blue Ridge Co.,Brand B,Electronics,99.4,149.28,173,249,25825.44,17196.2,8629.24,2023-05-07,5,May,2,2023,33.41,1.502
Icon Wholesale,Brand I,Food & Beverage,482.95,700.2,93,436,65118.6,44914.35,20204.25,2023-06-20,6,Jun,2,2023,31.03,1.45
Global Mart,Brand G,Office Supplies,219.81,351.42,102,408,35844.84,22420.62,13424.22,2023-06-16,6,Jun,2,2023,37.45,1.599
Cardinal Goods,Brand C,Clothing,319.69,430.97,71,88,30598.87,22697.99,7900.88,2023-01-27,1,Jan,1,2023,25.82,1.348
Apex Supplies,Brand A,Sporting Goods,365.79,758.34,140,124,106167.6,51210.6,54957.0,2023-09-12,9,Sep,3,2023,51.76,2.073
Heritage Inc.,Brand H,Food & Beverage,189.81,372.55,95,112,35392.25,18031.95,17360.3,2023-11-08,11,Nov,4,2023,49.05,1.963
FairWay Corp.,Brand F,Furniture,82.14,145.88,160,468,23340.8,13142.4,10198.4,2023-05-03,5,May,2,2023,43.69,1.776
Global Mart,Brand G,Electronics,111.22,183.12,118,136,21608.16,13123.96,8484.2,2023-09-20,9,Sep,3,2023,39.26,1.646
Icon Wholesale,Brand I,Furniture,163.5,387.93,148,246,57413.64,24198.0,33215.64,2023-05-05,5,May,2,2023,57.85,2.373
Eagle Exports,Brand E,Office Supplies,321.67,366.95,119,495,43667.05,38278.73,5388.32,2023-10-04,10,Oct,4,2023,12.34,1.141
Apex Supplies,Brand A,Electronics,205.16,446.58,51,165,22775.58,10463.16,12312.42,2023-10-16,10,Oct,4,2023,54.06,2.177
Junction LLC,Brand J,Health & Beauty,13.34,31.52,81,149,2553.12,1080.54,1472.58,2023-08-21,8,Aug,3,2023,57.68,2.363
Global Mart,Brand G,Clothing,266.47,459.63,36,362,16546.68,9592.92,6953.76,2023-06-24,6,Jun,2,2023,42.03,1.725
Eagle Exports,Brand E,Health & Beauty,461.54,863.53,67,342,57856.51,30923.18,26933.33,2023-05-05,5,May,2,2023,46.55,1.871
Cardinal Goods,Brand C,Health & Beauty,407.92,988.08,129,432,127462.32,52621.68,74840.64,2023-07-25,7,Jul,3,2023,58.72,2.422
Icon Wholesale,Brand I,Furniture,414.35,578.93,114,67,65998.02,47235.9,18762.12,2023-01-22,1,Jan,1,2023,28.43,1.397
Apex Supplies,Brand A,Office Supplies,399.58,730.51,155,220,113229.05,61934.9,51294.15,2023-03-18,3,Mar,1,2023,45.3,1.828
Apex Supplies,Brand A,Clothing,168.63,297.57,111,270,33030.27,18717.93,14312.34,2023-03-05,3,Mar,1,2023,43.33,1.765
Apex Supplies,Brand A,Electronics,384.94,562.69,168,320,94531.92,64669.92,29862.0,2023-11-02,11,Nov,4,2023,31.59,1.462
Cardinal Goods,Brand C,Electronics,80.15,180.02,142,309,25562.84,11381.3,14181.54,2023-01-08,1,Jan,1,2023,55.48,2.246
FairWay Corp.,Brand F,Sporting Goods,332.28,783.99,100,413,78399.0,33228.0,45171.0,2023-09-11,9,Sep,3,2023,57.62,2.359
Junction LLC,Brand J,Food & Beverage,324.37,711.9,197,348,140244.3,63900.89,76343.41,2023-01-06,1,Jan,1,2023,54.44,2.195
Cardinal Goods,Brand C,Sporting Goods,22.53,30.95,109,19,3373.55,2455.77,917.78,2023-06-25,6,Jun,2,2023,27.21,1.374
Heritage Inc.,Brand H,Sporting Goods,396.11,483.83,120,288,58059.6,47533.2,10526.4,2023-12-15,12,Dec,4,2023,18.13,1.221
Junction LLC,Brand J,Electronics,452.59,881.47,79,488,69636.13,35754.61,33881.52,2023-05-23,5,May,2,2023,48.66,1.948
Blue Ridge Co.,Brand B,Furniture,141.03,166.41,134,491,22298.94,18898.02,3400.92,2023-01-03,1,Jan,1,2023,15.25,1.18
Icon Wholesale,Brand I,Health & Beauty,408.07,833.26,161,99,134154.86,65699.27,68455.59,2023-06-17,6,Jun,2,2023,51.03,2.042
Cardinal Goods,Brand C,Office Supplies,50.38,92.83,183,251,16987.89,9219.54,7768.35,2023-12-26,12,Dec,4,2023,45.73,1.843
Eagle Exports,Brand E,Health & Beauty,303.98,616.44,19,469,11712.36,5775.62,5936.74,2023-05-29,5,May,2,2023,50.69,2.028
Junction LLC,Brand J,Health & Beauty,247.97,477.65,127,76,60661.55,31492.19,29169.36,2023-05-31,5,May,2,2023,48.09,1.926
Heritage Inc.,Brand H,Clothing,277.5,469.47,29,134,13614.63,8047.5,5567.13,2023-10-02,10,Oct,4,2023,40.89,1.692
Blue Ridge Co.,Brand B,Electronics,463.84,640.67,189,391,121086.63,87665.76,33420.87,2023-08-09,8,Aug,3,2023,27.6,1.381
FairWay Corp.,Brand F,Office Supplies,436.94,667.64,198,411,132192.72,86514.12,45678.6,2023-06-08,6,Jun,2,2023,34.55,1.528
Eagle Exports,Brand E,Furniture,394.69,723.98,24,172,17375.52,9472.56,7902.96,2023-02-23,2,Feb,1,2023,45.48,1.834
Junction LLC,Brand J,Clothing,144.11,290.04,151,362,43796.04,21760.61,22035.43,2023-08-08,8,Aug,3,2023,50.31,2.013
Icon Wholesale,Brand I,Food & Beverage,456.79,1000.95,10,200,10009.5,4567.9,5441.6,2023-06-07,6,Jun,2,2023,54.36,2.191
Eagle Exports,Brand E,Furniture,57.78,125.62,182,216,22862.84,10515.96,12346.88,2023-04-10,4,Apr,2,2023,54.0,2.174
Blue Ridge Co.,Brand B,Sporting Goods,428.13,1053.96,105,375,110665.8,44953.65,65712.15,2023-12-13,12,Dec,4,2023,59.38,2.462
Eagle Exports,Brand E,Furniture,170.8,256.23,169,207,43302.87,28865.2,14437.67,2023-07-13,7,Jul,3,2023,33.34,1.5
Delta Traders,Brand D,Furniture,36.35,43.6,177,73,7717.2,6433.95,1283.25,2023-07-03,7,Jul,3,2023,16.63,1.199
Global Mart,Brand G,Health & Beauty,337.98,535.33,145,10,77622.85,49007.1,28615.75,2023-07-08,7,Jul,3,2023,36.87,1.584
FairWay Corp.,Brand F,Furniture,123.33,264.0,184,286,48576.0,22692.72,25883.28,2023-12-21,12,Dec,4,2023,53.28,2.141
